ArticleItem;LT_Revision;Product Group;Installation;Optic;Beam & Material;Modulation;Power Supply;/;Lampcolor;Length;Light Direct;Light Indirect;Driver;Trough wiring;Colour;LLMF 50kh;Error Code;Luminous flux (lumen);Power (Watt);Power factor;Luminous flux uplight;Luminous flux downlight;UGR;Shielding angle C0;Shielding angle C90;Number of drivers
V3SB32M/N5M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;N;5;M;0;D;5;X2;0.977876277;0;3650;18;0.91;0;3650;19;60;60;1
V3SB32M/N5MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;N;5;M;M;D;5;X0;0;16;7050;32;0.96;3400;3650;19;60;60;2
V3SB32M/N5MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;N;5;M;M;D;5;X1;0;16;7050;32;0.96;3400;3650;19;60;60;2
V3SB32M/N5MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;N;5;M;M;D;5;X2;0;16;7050;32;0.96;3400;3650;19;60;60;2
V3SB32M/N6M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;0;D;5;X0;0.977876277;0;4400;22;0.93;0;4400;19;60;60;1
V3SB32M/N6M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;0;D;5;X1;0.977876277;0;4400;22;0.93;0;4400;19;60;60;1
V3SB32M/N6M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;0;D;5;X2;0.977876277;0;4400;22;0.93;0;4400;19;60;60;1
V3SB32M/N6MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;M;D;5;X0;0;16;8450;39;0.97;4050;4400;19;60;60;2
V3SB32M/N6MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;M;D;5;X1;0;16;8450;39;0.97;4050;4400;19;60;60;2
V3SB32M/N6MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;N;6;M;M;D;5;X2;0;16;8450;39;0.97;4050;4400;19;60;60;2
V3SB32M/W4M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;0;D;5;X0;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB32M/W4M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;0;D;5;X1;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB32M/W4M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;0;D;5;X2;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB32M/W4MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;M;D;5;X0;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB32M/W4MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;M;D;5;X1;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB32M/W4MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;W;4;M;M;D;5;X2;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB32M/W5M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;0;D;5;X0;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB32M/W5M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;0;D;5;X1;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB32M/W5M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;0;D;5;X2;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB32M/W5MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;M;D;5;X0;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB32M/W5MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;M;D;5;X1;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB32M/W5MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;W;5;M;M;D;5;X2;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB32M/W6M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;0;D;5;X0;0.975530365;0;4200;18;0.93;0;4200;19;60;60;1
V3SB32M/W6M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;0;D;5;X1;0.975530365;0;4200;18;0.93;0;4200;19;60;60;1
V3SB32M/W6M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;0;D;5;X2;0.975530365;0;4200;18;0.93;0;4200;19;60;60;1
V3SB32M/W6MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;M;D;5;X0;0;16;8100;33;0.97;3900;4200;19;60;60;2
V3SB32M/W6MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;M;D;5;X1;0;16;8100;33;0.97;3900;4200;19;60;60;2
V3SB32M/W6MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;W;6;M;M;D;5;X2;0;16;8100;33;0.97;3900;4200;19;60;60;2
V3SB33C/N3M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;0;D;0;X0;0.977876277;32768;2250;22;0.84;0;2250;19;60;60;1
V3SB33C/N3M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;0;D;0;X1;0.977876277;32768;2250;22;0.84;0;2250;19;60;60;1
V3SB33C/N3M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;0;D;0;X2;0.977876277;32768;2250;22;0.84;0;2250;19;60;60;1
V3SB33C/N3MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;M;D;0;X0;0.973087406;0;4300;39;0.92;2100;2250;19;60;60;1
V3SB33C/N3MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;M;D;0;X1;0.973087406;0;4300;39;0.92;2100;2250;19;60;60;1
V3SB33C/N3MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;N;3;M;M;D;0;X2;0.973087406;0;4300;39;0.92;2100;2250;19;60;60;1
V3SB33C/N4M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;0;D;0;X0;0.977876277;32768;2900;27;0.88;0;2900;19;60;60;1
V3SB33C/N4M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;0;D;0;X1;0.977876277;32768;2900;27;0.88;0;2900;19;60;60;1
V3SB33C/N4M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;0;D;0;X2;0.977876277;32768;2900;27;0.88;0;2900;19;60;60;1
V3SB33C/N4MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;M;D;0;X0;0.973087406;0;5650;48;0.94;2700;2900;19;60;60;1
V3SB33C/N4MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;M;D;0;X1;0.973087406;0;5650;48;0.94;2700;2900;19;60;60;1
V3SB33C/N4MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;N;4;M;M;D;0;X2;0.973087406;0;5650;48;0.94;2700;2900;19;60;60;1
V3SB33C/N5M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;0;D;0;X0;0.977876277;0;3650;31;0.91;0;3650;19;60;60;1
V3SB33C/N5M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;0;D;0;X1;0.977876277;0;3650;31;0.91;0;3650;19;60;60;1
V3SB33C/N5M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;0;D;0;X2;0.977876277;0;3650;31;0.91;0;3650;19;60;60;1
V3SB33C/N5MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;M;D;0;X0;0;16;7050;56;0.96;3400;3650;19;60;60;2
V3SB33C/N5MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;M;D;0;X1;0;16;7050;56;0.96;3400;3650;19;60;60;2
V3SB33C/N5MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;N;5;M;M;D;0;X2;0;16;7050;56;0.96;3400;3650;19;60;60;2
V3SB33C/N6M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;0;D;0;X0;0.977876277;0;4400;18;0.93;0;4400;19;60;60;1
V3SB33C/N6M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;0;D;0;X1;0.977876277;0;4400;18;0.93;0;4400;19;60;60;1
V3SB33C/N6M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;0;D;0;X2;0.977876277;0;4400;18;0.93;0;4400;19;60;60;1
V3SB33C/N6MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;M;D;0;X0;0;16;8450;32;0.97;4050;4400;19;60;60;2
V3SB33C/N6MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;M;D;0;X1;0;16;8450;32;0.97;4050;4400;19;60;60;2
V3SB33C/N6MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;N;6;M;M;D;0;X2;0;16;8450;32;0.97;4050;4400;19;60;60;2
V3SB33C/W3M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;0;D;0;X0;0.975530365;32768;2150;22;0.84;0;2150;19;60;60;1
V3SB33C/W3M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;0;D;0;X1;0.975530365;32768;2150;22;0.84;0;2150;19;60;60;1
V3SB33C/W3M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;0;D;0;X2;0.975530365;32768;2150;22;0.84;0;2150;19;60;60;1
V3SB33C/W3MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;M;D;0;X0;0.969651262;0;4150;39;0.92;2000;2150;19;60;60;1
V3SB33C/W3MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;M;D;0;X1;0.969651262;0;4150;39;0.92;2000;2150;19;60;60;1
V3SB33C/W3MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;W;3;M;M;D;0;X2;0.969651262;0;4150;39;0.92;2000;2150;19;60;60;1
V3SB33C/W4M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;0;D;0;X0;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB33C/W4M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;0;D;0;X1;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB33C/W4M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;0;D;0;X2;0.975530365;32768;2800;27;0.88;0;2800;19;60;60;1
V3SB33C/W4MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;M;D;0;X0;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB33C/W4MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;M;D;0;X1;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB33C/W4MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;W;4;M;M;D;0;X2;0.969651262;0;5400;48;0.94;2600;2800;19;60;60;1
V3SB33C/W5M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;0;D;0;X0;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB33C/W5M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;0;D;0;X1;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB33C/W5M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;0;D;0;X2;0.975530365;0;3500;31;0.91;0;3500;19;60;60;1
V3SB33C/W5MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;M;D;0;X0;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB33C/W5MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;M;D;0;X1;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB33C/W5MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;W;5;M;M;D;0;X2;0;16;6750;56;0.96;3250;3500;19;60;60;2
V3SB33C/W6M0D0X0;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;0;D;0;X0;0.975530365;0;4200;22;0.93;0;4200;19;60;60;1
V3SB33C/W6M0D0X1;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;0;D;0;X1;0.975530365;0;4200;22;0.93;0;4200;19;60;60;1
V3SB33C/W6M0D0X2;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;0;D;0;X2;0.975530365;0;4200;22;0.93;0;4200;19;60;60;1
V3SB33C/W6MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;M;D;0;X0;0;16;8100;39;0.97;3900;4200;19;60;60;2
V3SB33C/W6MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;M;D;0;X1;0;16;8100;39;0.97;3900;4200;19;60;60;2
V3SB33C/W6MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;W;6;M;M;D;0;X2;0;16;8100;39;0.97;3900;4200;19;60;60;2
V3SDC1M/N00MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;0;0;M;D;5;X0;0.987631356;512;9100;27;0.97;9100;0;0;0;0;1
V3SDC1M/N00MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;0;0;M;D;5;X1;0.987631356;512;9100;27;0.97;9100;0;0;0;0;1
V3SDC1M/N00MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;0;0;M;D;5;X2;0.987631356;512;9100;27;0.97;9100;0;0;0;0;1
V3SDC1M/N30MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;3;0;M;D;5;X0;0.987631356;32768;2800;48;0.85;2800;0;0;0;0;1
V3SDC1M/N30MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;3;0;M;D;5;X1;0.987631356;32768;2800;48;0.85;2800;0;0;0;0;1
V3SDC1M/N30MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;3;0;M;D;5;X2;0.987631356;32768;2800;48;0.85;2800;0;0;0;0;1
V3SDC1M/N40MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;4;0;M;D;5;X0;0.987631356;32768;3650;31;0.89;3650;0;0;0;0;1
V3SDC1M/N40MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;4;0;M;D;5;X1;0.987631356;32768;3650;31;0.89;3650;0;0;0;0;1
V3SDC1M/N40MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;4;0;M;D;5;X2;0.987631356;32768;3650;31;0.89;3650;0;0;0;0;1
V3SDC1M/N50MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;5;0;M;D;5;X0;0.987631356;0;4550;56;0.92;4550;0;0;0;0;1
V3SDC1M/N50MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;5;0;M;D;5;X1;0.987631356;0;4550;56;0.92;4550;0;0;0;0;1
V3SDC1M/N50MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;5;0;M;D;5;X2;0.987631356;0;4550;56;0.92;4550;0;0;0;0;1
V3SDC1M/N60MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;6;0;M;D;5;X0;0.987631356;0;5450;22;0.94;5450;0;0;0;0;1
V3SDC1M/N60MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;6;0;M;D;5;X1;0.987631356;0;5450;22;0.94;5450;0;0;0;0;1
V3SDC1M/N60MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;6;0;M;D;5;X2;0.987631356;0;5450;22;0.94;5450;0;0;0;0;1
V3SDC1M/N70MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;7;0;M;D;5;X0;0.987631356;0;6400;39;0.95;6400;0;0;0;0;1
V3SDC1M/N70MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;7;0;M;D;5;X1;0.987631356;0;6400;39;0.95;6400;0;0;0;0;1
V3SDC1M/N70MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;7;0;M;D;5;X2;0.987631356;0;6400;39;0.95;6400;0;0;0;0;1
V3SDC1M/N80MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;8;0;M;D;5;X0;0.987631356;0;7300;27;0.96;7300;0;0;0;0;1
V3SDC1M/N80MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;8;0;M;D;5;X1;0.987631356;0;7300;27;0.96;7300;0;0;0;0;1
V3SDC1M/N80MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;8;0;M;D;5;X2;0.987631356;0;7300;27;0.96;7300;0;0;0;0;1
V3SDC1M/N90MD5X0;_LTRevAA;V3;S;D;C;1;M;/;N;9;0;M;D;5;X0;0.987631356;0;8200;48;0.96;8200;0;0;0;0;1
V3SDC1M/N90MD5X1;_LTRevAA;V3;S;D;C;1;M;/;N;9;0;M;D;5;X1;0.987631356;0;8200;48;0.96;8200;0;0;0;0;1
V3SDC1M/N90MD5X2;_LTRevAA;V3;S;D;C;1;M;/;N;9;0;M;D;5;X2;0.987631356;0;8200;48;0.96;8200;0;0;0;0;1
V3SDC1M/W00MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;0;0;M;D;5;X0;0.987099335;512;8750;31;0.97;8750;0;0;0;0;1
V3SDC1M/W00MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;0;0;M;D;5;X1;0.987099335;512;8750;31;0.97;8750;0;0;0;0;1
V3SDC1M/W00MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;0;0;M;D;5;X2;0.987099335;512;8750;31;0.97;8750;0;0;0;0;1
V3SDC1M/W30MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;3;0;M;D;5;X0;0.987099335;32768;2700;56;0.85;2700;0;0;0;0;1
V3SDC1M/W30MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;3;0;M;D;5;X1;0.987099335;32768;2700;56;0.85;2700;0;0;0;0;1
V3SDC1M/W30MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;3;0;M;D;5;X2;0.987099335;32768;2700;56;0.85;2700;0;0;0;0;1
V3SDC1M/W40MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;4;0;M;D;5;X0;0.987099335;32768;3500;22;0.89;3500;0;0;0;0;1
V3SDC1M/W40MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;4;0;M;D;5;X1;0.987099335;32768;3500;22;0.89;3500;0;0;0;0;1
V3SDC1M/W40MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;4;0;M;D;5;X2;0.987099335;32768;3500;22;0.89;3500;0;0;0;0;1
V3SDC1M/W50MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;5;0;M;D;5;X0;0.987099335;0;4400;39;0.92;4400;0;0;0;0;1
V3SDC1M/W50MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;5;0;M;D;5;X1;0.987099335;0;4400;39;0.92;4400;0;0;0;0;1
V3SDC1M/W50MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;5;0;M;D;5;X2;0.987099335;0;4400;39;0.92;4400;0;0;0;0;1
V3SDC1M/W60MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;6;0;M;D;5;X0;0.987099335;0;5250;27;0.94;5250;0;0;0;0;1
V3SDC1M/W60MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;6;0;M;D;5;X1;0.987099335;0;5250;27;0.94;5250;0;0;0;0;1
V3SDC1M/W60MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;6;0;M;D;5;X2;0.987099335;0;5250;27;0.94;5250;0;0;0;0;1
V3SDC1M/W70MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;7;0;M;D;5;X0;0.987099335;0;6150;48;0.95;6150;0;0;0;0;1
V3SDC1M/W70MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;7;0;M;D;5;X1;0.987099335;0;6150;48;0.95;6150;0;0;0;0;1
V3SDC1M/W70MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;7;0;M;D;5;X2;0.987099335;0;6150;48;0.95;6150;0;0;0;0;1
V3SDC1M/W80MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;8;0;M;D;5;X0;0.987099335;0;7000;31;0.96;7000;0;0;0;0;1
V3SDC1M/W80MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;8;0;M;D;5;X1;0.987099335;0;7000;31;0.96;7000;0;0;0;0;1
V3SDC1M/W80MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;8;0;M;D;5;X2;0.987099335;0;7000;31;0.96;7000;0;0;0;0;1
V3SDC1M/W90MD5X0;_LTRevAA;V3;S;D;C;1;M;/;W;9;0;M;D;5;X0;0.987099335;0;7900;56;0.96;7900;0;0;0;0;1
V3SDC1M/W90MD5X1;_LTRevAA;V3;S;D;C;1;M;/;W;9;0;M;D;5;X1;0.987099335;0;7900;56;0.96;7900;0;0;0;0;1
V3SDC1M/W90MD5X2;_LTRevAA;V3;S;D;C;1;M;/;W;9;0;M;D;5;X2;0.987099335;0;7900;56;0.96;7900;0;0;0;0;1
V3SDC2C/N00MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;0;0;M;D;5;X0;0.987631356;512;9100;22;0.97;9100;0;0;0;0;1
V3SDC2C/N00MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;0;0;M;D;5;X1;0.987631356;512;9100;22;0.97;9100;0;0;0;0;1
V3SDC2C/N00MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;0;0;M;D;5;X2;0.987631356;512;9100;22;0.97;9100;0;0;0;0;1
V3SDC2C/N30MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;3;0;M;D;5;X0;0.987631356;32768;2800;39;0.85;2800;0;0;0;0;1
V3SDC2C/N30MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;3;0;M;D;5;X1;0.987631356;32768;2800;39;0.85;2800;0;0;0;0;1
V3SDC2C/N30MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;3;0;M;D;5;X2;0.987631356;32768;2800;39;0.85;2800;0;0;0;0;1
V3SDC2C/N40MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;4;0;M;D;5;X0;0.987631356;32768;3650;27;0.89;3650;0;0;0;0;1
V3SDC2C/N40MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;4;0;M;D;5;X1;0.987631356;32768;3650;27;0.89;3650;0;0;0;0;1
V3SDC2C/N40MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;4;0;M;D;5;X2;0.987631356;32768;3650;27;0.89;3650;0;0;0;0;1
V3SDC2C/N50MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;5;0;M;D;5;X0;0.987631356;0;4550;48;0.92;4550;0;0;0;0;1
V3SDC2C/N50MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;5;0;M;D;5;X1;0.987631356;0;4550;48;0.92;4550;0;0;0;0;1
V3SDC2C/N50MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;5;0;M;D;5;X2;0.987631356;0;4550;48;0.92;4550;0;0;0;0;1
V3SDC2C/N60MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;6;0;M;D;5;X0;0.987631356;0;5450;31;0.94;5450;0;0;0;0;1
V3SDC2C/N60MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;6;0;M;D;5;X1;0.987631356;0;5450;31;0.94;5450;0;0;0;0;1
V3SDC2C/N60MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;6;0;M;D;5;X2;0.987631356;0;5450;31;0.94;5450;0;0;0;0;1
V3SDC2C/N70MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;7;0;M;D;5;X0;0.987631356;0;6400;56;0.95;6400;0;0;0;0;1
V3SDC2C/N70MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;7;0;M;D;5;X1;0.987631356;0;6400;56;0.95;6400;0;0;0;0;1
V3SDC2C/N70MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;7;0;M;D;5;X2;0.987631356;0;6400;56;0.95;6400;0;0;0;0;1
V3SDC2C/N80MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;8;0;M;D;5;X0;0.987631356;0;7300;18;0.96;7300;0;0;0;0;1
V3SDC2C/N80MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;8;0;M;D;5;X1;0.987631356;0;7300;18;0.96;7300;0;0;0;0;1
V3SDC2C/N80MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;8;0;M;D;5;X2;0.987631356;0;7300;18;0.96;7300;0;0;0;0;1
V3SDC2C/N90MD5X0;_LTRevAA;V3;S;D;C;2;C;/;N;9;0;M;D;5;X0;0.987631356;0;8200;33;0.96;8200;0;0;0;0;1
V3SDC2C/N90MD5X1;_LTRevAA;V3;S;D;C;2;C;/;N;9;0;M;D;5;X1;0.987631356;0;8200;33;0.96;8200;0;0;0;0;1
V3SDC2C/N90MD5X2;_LTRevAA;V3;S;D;C;2;C;/;N;9;0;M;D;5;X2;0.987631356;0;8200;33;0.96;8200;0;0;0;0;1
V3SDC2C/W00MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;0;0;M;D;5;X0;0.987099335;512;8750;22;0.97;8750;0;0;0;0;1
V3SDC2C/W00MD5X1;_LTRevAA;V3;S;D;C;2;C;/;W;0;0;M;D;5;X1;0.987099335;512;8750;22;0.97;8750;0;0;0;0;1
V3SDC2C/W00MD5X2;_LTRevAA;V3;S;D;C;2;C;/;W;0;0;M;D;5;X2;0.987099335;512;8750;22;0.97;8750;0;0;0;0;1
V3SDC2C/W30MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;3;0;M;D;5;X0;0.987099335;32768;2700;39;0.85;2700;0;0;0;0;1
V3SDC2C/W30MD5X1;_LTRevAA;V3;S;D;C;2;C;/;W;3;0;M;D;5;X1;0.987099335;32768;2700;39;0.85;2700;0;0;0;0;1
V3SDC2C/W30MD5X2;_LTRevAA;V3;S;D;C;2;C;/;W;3;0;M;D;5;X2;0.987099335;32768;2700;39;0.85;2700;0;0;0;0;1
V3SDC2C/W40MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;4;0;M;D;5;X0;0.987099335;32768;3500;27;0.89;3500;0;0;0;0;1
V3SDC2C/W40MD5X1;_LTRevAA;V3;S;D;C;2;C;/;W;4;0;M;D;5;X1;0.987099335;32768;3500;27;0.89;3500;0;0;0;0;1
V3SDC2C/W40MD5X2;_LTRevAA;V3;S;D;C;2;C;/;W;4;0;M;D;5;X2;0.987099335;32768;3500;27;0.89;3500;0;0;0;0;1
V3SDC2C/W50MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;5;0;M;D;5;X0;0.987099335;0;4400;48;0.92;4400;0;0;0;0;1
V3SDC2C/W50MD5X1;_LTRevAA;V3;S;D;C;2;C;/;W;5;0;M;D;5;X1;0.987099335;0;4400;48;0.92;4400;0;0;0;0;1
V3SDC2C/W50MD5X2;_LTRevAA;V3;S;D;C;2;C;/;W;5;0;M;D;5;X2;0.987099335;0;4400;48;0.92;4400;0;0;0;0;1
V3SDC2C/W60MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;6;0;M;D;5;X0;0.987099335;0;5250;31;0.94;5250;0;0;0;0;1
V3SDC2C/W60MD5X1;_LTRevAA;V3;S;D;C;2;C;/;W;6;0;M;D;5;X1;0.987099335;0;5250;31;0.94;5250;0;0;0;0;1
V3SDC2C/W60MD5X2;_LTRevAA;V3;S;D;C;2;C;/;W;6;0;M;D;5;X2;0.987099335;0;5250;31;0.94;5250;0;0;0;0;1
V3SDC2C/W70MD5X0;_LTRevAA;V3;S;D;C;2;C;/;W;7;0;M;D;5;X0;0.987099335;0;6150;56;0.95;6150;0;0;0;0;1
