ArticleItem;LT_Revision;Product Group;Installation;Optic;Beam & Material;Modulation;Power Supply;/;Lampcolor;Length;Light Direct;Light Indirect;Driver;Trough wiring;Colour;LLMF 50kh;Error Code;Luminous flux (lumen);Power (Watt);Power factor;Luminous flux uplight;Luminous flux downlight;UGR;Shielding angle C0;Shielding angle C90;Number of drivers
V3RSC2C/060005X2;_LTRevAA;V3;R;S;C;2;C;/;0;6;0;0;0;5;X2;0;4;0;54;0;0;0;0;0;0;1
V3RSC2M/020005X0;_LTRevAA;V3;R;S;C;2;M;/;0;2;0;0;0;5;X0;0;4;0;108;0;0;0;0;0;0;1
V3RSC2M/020005X1;_LTRevAA;V3;R;S;C;2;M;/;0;2;0;0;0;5;X1;0;4;0;108;0;0;0;0;0;0;1
V3RSC2M/020005X2;_LTRevAA;V3;R;S;C;2;M;/;0;2;0;0;0;5;X2;0;4;0;108;0;0;0;0;0;0;1
V3RSC2M/030005X0;_LTRevAA;V3;R;S;C;2;M;/;0;3;0;0;0;5;X0;0;4;0;12;0;0;0;0;0;0;1
V3RSC2M/030005X1;_LTRevAA;V3;R;S;C;2;M;/;0;3;0;0;0;5;X1;0;4;0;12;0;0;0;0;0;0;1
V3RSC2M/030005X2;_LTRevAA;V3;R;S;C;2;M;/;0;3;0;0;0;5;X2;0;4;0;12;0;0;0;0;0;0;1
V3RSC2M/040005X0;_LTRevAA;V3;R;S;C;2;M;/;0;4;0;0;0;5;X0;0;4;0;19;0;0;0;0;0;0;1
V3RSC2M/040005X1;_LTRevAA;V3;R;S;C;2;M;/;0;4;0;0;0;5;X1;0;4;0;19;0;0;0;0;0;0;1
V3RSC2M/040005X2;_LTRevAA;V3;R;S;C;2;M;/;0;4;0;0;0;5;X2;0;4;0;19;0;0;0;0;0;0;1
V3RSC2M/050005X0;_LTRevAA;V3;R;S;C;2;M;/;0;5;0;0;0;5;X0;0;4;0;14;0;0;0;0;0;0;1
V3RSC2M/050005X1;_LTRevAA;V3;R;S;C;2;M;/;0;5;0;0;0;5;X1;0;4;0;14;0;0;0;0;0;0;1
V3RSC2M/050005X2;_LTRevAA;V3;R;S;C;2;M;/;0;5;0;0;0;5;X2;0;4;0;14;0;0;0;0;0;0;1
V3RSC2M/060005X0;_LTRevAA;V3;R;S;C;2;M;/;0;6;0;0;0;5;X0;0;4;0;27;0;0;0;0;0;0;1
V3RSC2M/060005X1;_LTRevAA;V3;R;S;C;2;M;/;0;6;0;0;0;5;X1;0;4;0;27;0;0;0;0;0;0;1
V3RSC2M/060005X2;_LTRevAA;V3;R;S;C;2;M;/;0;6;0;0;0;5;X2;0;4;0;27;0;0;0;0;0;0;1
V3RSC3C/020000X0;_LTRevAA;V3;R;S;C;3;C;/;0;2;0;0;0;0;X0;0;4;0;23;0;0;0;0;0;0;1
V3RSC3C/020000X1;_LTRevAA;V3;R;S;C;3;C;/;0;2;0;0;0;0;X1;0;4;0;23;0;0;0;0;0;0;1
V3RSC3C/020000X2;_LTRevAA;V3;R;S;C;3;C;/;0;2;0;0;0;0;X2;0;4;0;23;0;0;0;0;0;0;1
V3RSC3C/030000X0;_LTRevAA;V3;R;S;C;3;C;/;0;3;0;0;0;0;X0;0;4;0;46;0;0;0;0;0;0;1
V3RSC3C/030000X1;_LTRevAA;V3;R;S;C;3;C;/;0;3;0;0;0;0;X1;0;4;0;46;0;0;0;0;0;0;1
V3RSC3C/030000X2;_LTRevAA;V3;R;S;C;3;C;/;0;3;0;0;0;0;X2;0;4;0;46;0;0;0;0;0;0;1
V3RSC3C/040000X0;_LTRevAA;V3;R;S;C;3;C;/;0;4;0;0;0;0;X0;0;4;0;17;0;0;0;0;0;0;1
V3RSC3C/040000X1;_LTRevAA;V3;R;S;C;3;C;/;0;4;0;0;0;0;X1;0;4;0;17;0;0;0;0;0;0;1
V3RSC3C/040000X2;_LTRevAA;V3;R;S;C;3;C;/;0;4;0;0;0;0;X2;0;4;0;17;0;0;0;0;0;0;1
V3RSC3C/050000X0;_LTRevAA;V3;R;S;C;3;C;/;0;5;0;0;0;0;X0;0;4;0;33;0;0;0;0;0;0;1
V3RSC3C/050000X1;_LTRevAA;V3;R;S;C;3;C;/;0;5;0;0;0;0;X1;0;4;0;33;0;0;0;0;0;0;1
V3RSC3C/050000X2;_LTRevAA;V3;R;S;C;3;C;/;0;5;0;0;0;0;X2;0;4;0;33;0;0;0;0;0;0;1
V3RSC3C/060000X0;_LTRevAA;V3;R;S;C;3;C;/;0;6;0;0;0;0;X0;0;4;0;28;0;0;0;0;0;0;1
V3RSC3C/060000X1;_LTRevAA;V3;R;S;C;3;C;/;0;6;0;0;0;0;X1;0;4;0;28;0;0;0;0;0;0;1
V3RSC3C/060000X2;_LTRevAA;V3;R;S;C;3;C;/;0;6;0;0;0;0;X2;0;4;0;28;0;0;0;0;0;0;1
V3SB11M/N2MMD5X0;_LTRevAA;V3;S;B;1;1;M;/;N;2;M;M;D;5;X0;0.949585979;0;3900;57;0.92;2000;1900;19;60;60;1
V3SB11M/N2MMD5X1;_LTRevAA;V3;S;B;1;1;M;/;N;2;M;M;D;5;X1;0.949585979;0;3900;57;0.92;2000;1900;19;60;60;1
V3SB11M/N2MMD5X2;_LTRevAA;V3;S;B;1;1;M;/;N;2;M;M;D;5;X2;0.949585979;0;3900;57;0.92;2000;1900;19;60;60;1
V3SB11M/W2MMD5X0;_LTRevAA;V3;S;B;1;1;M;/;W;2;M;M;D;5;X0;0.941070511;0;3750;20;0.92;1900;1850;19;60;60;1
V3SB11M/W2MMD5X1;_LTRevAA;V3;S;B;1;1;M;/;W;2;M;M;D;5;X1;0.941070511;0;3750;20;0.92;1900;1850;19;60;60;1
V3SB11M/W2MMD5X2;_LTRevAA;V3;S;B;1;1;M;/;W;2;M;M;D;5;X2;0.941070511;0;3750;20;0.92;1900;1850;19;60;60;1
V3SB12C/N2MMD5X0;_LTRevAA;V3;S;B;1;2;C;/;N;2;M;M;D;5;X0;0.949585979;0;3900;39;0.92;2000;1900;19;60;60;1
V3SB12C/N2MMD5X1;_LTRevAA;V3;S;B;1;2;C;/;N;2;M;M;D;5;X1;0.949585979;0;3900;39;0.92;2000;1900;19;60;60;1
V3SB12C/N2MMD5X2;_LTRevAA;V3;S;B;1;2;C;/;N;2;M;M;D;5;X2;0.949585979;0;3900;39;0.92;2000;1900;19;60;60;1
V3SB12C/N3M0D5X0;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;0;D;5;X0;0.962100681;0;2900;34;0.9;0;2900;19;60;65;1
V3SB12C/N3M0D5X1;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;0;D;5;X1;0.962100681;0;2900;34;0.9;0;2900;19;60;65;1
V3SB12C/N3M0D5X2;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;0;D;5;X2;0.962100681;0;2900;34;0.9;0;2900;19;60;65;1
V3SB12C/N3MMD5X0;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;M;D;5;X0;0.949585979;0;5850;67;0.95;2950;2900;19;60;60;1
V3SB12C/N3MMD5X1;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;M;D;5;X1;0.949585979;0;5850;67;0.95;2950;2900;19;60;60;1
V3SB12C/N3MMD5X2;_LTRevAA;V3;S;B;1;2;C;/;N;3;M;M;D;5;X2;0.949585979;0;5850;67;0.95;2950;2900;19;60;60;1
V3SB12C/W2MMD5X0;_LTRevAA;V3;S;B;1;2;C;/;W;2;M;M;D;5;X0;0.941070511;0;3750;22;0.92;1900;1850;19;60;60;1
V3SB12C/W2MMD5X1;_LTRevAA;V3;S;B;1;2;C;/;W;2;M;M;D;5;X1;0.941070511;0;3750;22;0.92;1900;1850;19;60;60;1
V3SB12C/W2MMD5X2;_LTRevAA;V3;S;B;1;2;C;/;W;2;M;M;D;5;X2;0.941070511;0;3750;22;0.92;1900;1850;19;60;60;1
V3SB12C/W3M0D5X0;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;0;D;5;X0;0.956709417;0;2750;44;0.9;0;2750;19;60;65;1
V3SB12C/W3M0D5X1;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;0;D;5;X1;0.956709417;0;2750;44;0.9;0;2750;19;60;65;1
V3SB12C/W3M0D5X2;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;0;D;5;X2;0.956709417;0;2750;44;0.9;0;2750;19;60;65;1
V3SB12C/W3MMD5X0;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;M;D;5;X0;0.941070511;0;5600;39;0.95;2850;2750;19;60;60;1
V3SB12C/W3MMD5X1;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;M;D;5;X1;0.941070511;0;5600;39;0.95;2850;2750;19;60;60;1
V3SB12C/W3MMD5X2;_LTRevAA;V3;S;B;1;2;C;/;W;3;M;M;D;5;X2;0.941070511;0;5600;39;0.95;2850;2750;19;60;60;1
V3SB12M/N2MMD5X0;_LTRevAA;V3;S;B;1;2;M;/;N;2;M;M;D;5;X0;0.949585979;0;3900;77;0.92;2000;1900;19;60;60;1
V3SB12M/N2MMD5X1;_LTRevAA;V3;S;B;1;2;M;/;N;2;M;M;D;5;X1;0.949585979;0;3900;77;0.92;2000;1900;19;60;60;1
V3SB12M/N2MMD5X2;_LTRevAA;V3;S;B;1;2;M;/;N;2;M;M;D;5;X2;0.949585979;0;3900;77;0.92;2000;1900;19;60;60;1
V3SB12M/N3M0D5X0;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;0;D;5;X0;0.962100681;0;2900;25;0.9;0;2900;19;60;65;1
V3SB12M/N3M0D5X1;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;0;D;5;X1;0.962100681;0;2900;25;0.9;0;2900;19;60;65;1
V3SB12M/N3M0D5X2;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;0;D;5;X2;0.962100681;0;2900;25;0.9;0;2900;19;60;65;1
V3SB12M/N3MMD5X0;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;M;D;5;X0;0.949585979;0;5850;50;0.95;2950;2900;19;60;60;1
V3SB12M/N3MMD5X1;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;M;D;5;X1;0.949585979;0;5850;50;0.95;2950;2900;19;60;60;1
V3SB12M/N3MMD5X2;_LTRevAA;V3;S;B;1;2;M;/;N;3;M;M;D;5;X2;0.949585979;0;5850;50;0.95;2950;2900;19;60;60;1
V3SB12M/W2MMD5X0;_LTRevAA;V3;S;B;1;2;M;/;W;2;M;M;D;5;X0;0.941070511;0;3750;44;0.92;1900;1850;19;60;60;1
V3SB12M/W2MMD5X1;_LTRevAA;V3;S;B;1;2;M;/;W;2;M;M;D;5;X1;0.941070511;0;3750;44;0.92;1900;1850;19;60;60;1
V3SB12M/W2MMD5X2;_LTRevAA;V3;S;B;1;2;M;/;W;2;M;M;D;5;X2;0.941070511;0;3750;44;0.92;1900;1850;19;60;60;1
V3SB12M/W3M0D5X0;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;0;D;5;X0;0.956709417;0;2750;88;0.9;0;2750;19;60;65;1
V3SB12M/W3M0D5X1;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;0;D;5;X1;0.956709417;0;2750;88;0.9;0;2750;19;60;65;1
V3SB12M/W3M0D5X2;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;0;D;5;X2;0.956709417;0;2750;88;0.9;0;2750;19;60;65;1
V3SB12M/W3MMD5X0;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;M;D;5;X0;0.941070511;0;5600;28;0.95;2850;2750;19;60;60;1
V3SB12M/W3MMD5X1;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;M;D;5;X1;0.941070511;0;5600;28;0.95;2850;2750;19;60;60;1
V3SB12M/W3MMD5X2;_LTRevAA;V3;S;B;1;2;M;/;W;3;M;M;D;5;X2;0.941070511;0;5600;28;0.95;2850;2750;19;60;60;1
V3SB13C/N2MMD0X0;_LTRevAA;V3;S;B;1;3;C;/;N;2;M;M;D;0;X0;0.949585979;0;3900;55;0.92;2000;1900;19;60;60;1
V3SB13C/N2MMD0X1;_LTRevAA;V3;S;B;1;3;C;/;N;2;M;M;D;0;X1;0.949585979;0;3900;55;0.92;2000;1900;19;60;60;1
V3SB13C/N2MMD0X2;_LTRevAA;V3;S;B;1;3;C;/;N;2;M;M;D;0;X2;0.949585979;0;3900;55;0.92;2000;1900;19;60;60;1
V3SB13C/W2MMD0X0;_LTRevAA;V3;S;B;1;3;C;/;W;2;M;M;D;0;X0;0.941070511;0;3750;49;0.92;1900;1850;19;60;60;1
V3SB13C/W2MMD0X1;_LTRevAA;V3;S;B;1;3;C;/;W;2;M;M;D;0;X1;0.941070511;0;3750;49;0.92;1900;1850;19;60;60;1
V3SB13C/W2MMD0X2;_LTRevAA;V3;S;B;1;3;C;/;W;2;M;M;D;0;X2;0.941070511;0;3750;49;0.92;1900;1850;19;60;60;1
V3SB31M/N2MMD5X0;_LTRevAA;V3;S;B;3;1;M;/;N;2;M;M;D;5;X0;0.973087406;32768;2900;98;0.87;1400;1500;19;60;60;1
V3SB31M/N2MMD5X1;_LTRevAA;V3;S;B;3;1;M;/;N;2;M;M;D;5;X1;0.973087406;32768;2900;98;0.87;1400;1500;19;60;60;1
V3SB31M/N2MMD5X2;_LTRevAA;V3;S;B;3;1;M;/;N;2;M;M;D;5;X2;0.973087406;32768;2900;98;0.87;1400;1500;19;60;60;1
V3SB31M/W2MMD5X0;_LTRevAA;V3;S;B;3;1;M;/;W;2;M;M;D;5;X0;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB31M/W2MMD5X1;_LTRevAA;V3;S;B;3;1;M;/;W;2;M;M;D;5;X1;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB31M/W2MMD5X2;_LTRevAA;V3;S;B;3;1;M;/;W;2;M;M;D;5;X2;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32C/N2MMD5X0;_LTRevAA;V3;S;B;3;2;C;/;N;2;M;M;D;5;X0;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32C/N2MMD5X1;_LTRevAA;V3;S;B;3;2;C;/;N;2;M;M;D;5;X1;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32C/N2MMD5X2;_LTRevAA;V3;S;B;3;2;C;/;N;2;M;M;D;5;X2;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32C/N3M0D5X0;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;0;D;5;X0;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32C/N3M0D5X1;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;0;D;5;X1;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32C/N3M0D5X2;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;0;D;5;X2;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32C/N3MMD5X0;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;M;D;5;X0;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32C/N3MMD5X1;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;M;D;5;X1;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32C/N3MMD5X2;_LTRevAA;V3;S;B;3;2;C;/;N;3;M;M;D;5;X2;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32C/W2MMD5X0;_LTRevAA;V3;S;B;3;2;C;/;W;2;M;M;D;5;X0;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32C/W2MMD5X1;_LTRevAA;V3;S;B;3;2;C;/;W;2;M;M;D;5;X1;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32C/W2MMD5X2;_LTRevAA;V3;S;B;3;2;C;/;W;2;M;M;D;5;X2;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32C/W3M0D5X0;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;0;D;5;X0;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32C/W3M0D5X1;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;0;D;5;X1;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32C/W3M0D5X2;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;0;D;5;X2;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32C/W3MMD5X0;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;M;D;5;X0;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB32C/W3MMD5X1;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;M;D;5;X1;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB32C/W3MMD5X2;_LTRevAA;V3;S;B;3;2;C;/;W;3;M;M;D;5;X2;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB32M/N2MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;N;2;M;M;D;5;X0;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32M/N2MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;N;2;M;M;D;5;X1;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32M/N2MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;N;2;M;M;D;5;X2;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB32M/N3M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;0;D;5;X0;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32M/N3M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;0;D;5;X1;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32M/N3M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;0;D;5;X2;0.977876277;32768;2250;;0.84;0;2250;19;60;60;1
V3SB32M/N3MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;M;D;5;X0;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32M/N3MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;M;D;5;X1;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32M/N3MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;N;3;M;M;D;5;X2;0.973087406;0;4300;;0.92;2100;2250;19;60;60;1
V3SB32M/W2MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;W;2;M;M;D;5;X0;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32M/W2MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;W;2;M;M;D;5;X1;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32M/W2MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;W;2;M;M;D;5;X2;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB32M/W3M0D5X0;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;0;D;5;X0;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32M/W3M0D5X1;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;0;D;5;X1;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32M/W3M0D5X2;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;0;D;5;X2;0.975530365;32768;2150;;0.84;0;2150;19;60;60;1
V3SB32M/W3MMD5X0;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;M;D;5;X0;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB32M/W3MMD5X1;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;M;D;5;X1;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB32M/W3MMD5X2;_LTRevAA;V3;S;B;3;2;M;/;W;3;M;M;D;5;X2;0.969651262;0;4150;;0.92;2000;2150;19;60;60;1
V3SB33C/N2MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;N;2;M;M;D;0;X0;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB33C/N2MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;N;2;M;M;D;0;X1;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB33C/N2MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;N;2;M;M;D;0;X2;0.973087406;32768;2900;;0.87;1400;1500;19;60;60;1
V3SB33C/W2MMD0X0;_LTRevAA;V3;S;B;3;3;C;/;W;2;M;M;D;0;X0;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB33C/W2MMD0X1;_LTRevAA;V3;S;B;3;3;C;/;W;2;M;M;D;0;X1;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SB33C/W2MMD0X2;_LTRevAA;V3;S;B;3;3;C;/;W;2;M;M;D;0;X2;0.969651262;32768;2750;;0.87;1350;1450;19;60;60;1
V3SDC0M/N00LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;L;D;0;X0;0.990140667;512;5100;;0.93;5100;0;0;0;0;1
V3SDC0M/N00LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;L;D;0;X1;0.990140667;512;5100;;0.93;5100;0;0;0;0;1
V3SDC0M/N00LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;L;D;0;X2;0.990140667;512;5100;;0.93;5100;0;0;0;0;1
V3SDC0M/N00MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;M;D;0;X0;0.987631356;512;9100;;0.97;9100;0;0;0;0;1
V3SDC0M/N00MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;M;D;0;X1;0.987631356;512;9100;;0.97;9100;0;0;0;0;1
V3SDC0M/N00MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;0;0;M;D;0;X2;0.987631356;512;9100;;0.97;9100;0;0;0;0;1
V3SDC0M/N30MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;3;0;M;D;0;X0;0.987631356;32768;2800;;0.85;2800;0;0;0;0;1
V3SDC0M/N30MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;3;0;M;D;0;X1;0.987631356;32768;2800;;0.85;2800;0;0;0;0;1
V3SDC0M/N30MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;3;0;M;D;0;X2;0.987631356;32768;2800;;0.85;2800;0;0;0;0;1
V3SDC0M/N40LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;L;D;0;X0;0.990140667;33792;2050;;0.78;2050;0;0;0;0;1
V3SDC0M/N40LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;L;D;0;X1;0.990140667;33792;2050;;0.78;2050;0;0;0;0;1
V3SDC0M/N40LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;L;D;0;X2;0.990140667;33792;2050;;0.78;2050;0;0;0;0;1
V3SDC0M/N40MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;M;D;0;X0;0.987631356;32768;3650;;0.89;3650;0;0;0;0;1
V3SDC0M/N40MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;M;D;0;X1;0.987631356;32768;3650;;0.89;3650;0;0;0;0;1
V3SDC0M/N40MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;4;0;M;D;0;X2;0.987631356;32768;3650;;0.89;3650;0;0;0;0;1
V3SDC0M/N50LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;L;D;0;X0;0.990140667;32768;2550;;0.83;2550;0;0;0;0;1
V3SDC0M/N50LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;L;D;0;X1;0.990140667;32768;2550;;0.83;2550;0;0;0;0;1
V3SDC0M/N50LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;L;D;0;X2;0.990140667;32768;2550;;0.83;2550;0;0;0;0;1
V3SDC0M/N50MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;M;D;0;X0;0.987631356;0;4550;;0.92;4550;0;0;0;0;1
V3SDC0M/N50MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;M;D;0;X1;0.987631356;0;4550;;0.92;4550;0;0;0;0;1
V3SDC0M/N50MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;5;0;M;D;0;X2;0.987631356;0;4550;;0.92;4550;0;0;0;0;1
V3SDC0M/N60LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;L;D;0;X0;0.990140667;32768;3050;;0.86;3050;0;0;0;0;1
V3SDC0M/N60LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;L;D;0;X1;0.990140667;32768;3050;;0.86;3050;0;0;0;0;1
V3SDC0M/N60LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;L;D;0;X2;0.990140667;32768;3050;;0.86;3050;0;0;0;0;1
V3SDC0M/N60MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;M;D;0;X0;0.987631356;0;5450;;0.94;5450;0;0;0;0;1
V3SDC0M/N60MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;M;D;0;X1;0.987631356;0;5450;;0.94;5450;0;0;0;0;1
V3SDC0M/N60MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;6;0;M;D;0;X2;0.987631356;0;5450;;0.94;5450;0;0;0;0;1
V3SDC0M/N70LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;L;D;0;X0;0.990140667;32768;3600;;0.89;3600;0;0;0;0;1
V3SDC0M/N70LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;L;D;0;X1;0.990140667;32768;3600;;0.89;3600;0;0;0;0;1
V3SDC0M/N70LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;L;D;0;X2;0.990140667;32768;3600;;0.89;3600;0;0;0;0;1
V3SDC0M/N70MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;M;D;0;X0;0.987631356;0;6400;;0.95;6400;0;0;0;0;1
V3SDC0M/N70MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;M;D;0;X1;0.987631356;0;6400;;0.95;6400;0;0;0;0;1
V3SDC0M/N70MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;7;0;M;D;0;X2;0.987631356;0;6400;;0.95;6400;0;0;0;0;1
V3SDC0M/N80LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;L;D;0;X0;0.990140667;0;4100;;0.9;4100;0;0;0;0;1
V3SDC0M/N80LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;L;D;0;X1;0.990140667;0;4100;;0.9;4100;0;0;0;0;1
V3SDC0M/N80LD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;L;D;0;X2;0.990140667;0;4100;;0.9;4100;0;0;0;0;1
V3SDC0M/N80MD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;M;D;0;X0;0.987631356;0;7300;;0.96;7300;0;0;0;0;1
V3SDC0M/N80MD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;M;D;0;X1;0.987631356;0;7300;;0.96;7300;0;0;0;0;1
V3SDC0M/N80MD0X2;_LTRevAA;V3;S;D;C;0;M;/;N;8;0;M;D;0;X2;0.987631356;0;7300;;0.96;7300;0;0;0;0;1
V3SDC0M/N90LD0X0;_LTRevAA;V3;S;D;C;0;M;/;N;9;0;L;D;0;X0;0.990140667;0;4600;;0.92;4600;0;0;0;0;1
V3SDC0M/N90LD0X1;_LTRevAA;V3;S;D;C;0;M;/;N;9;0;L;D;0;X1;0.990140667;0;4600;;0.92;4600;0;0;0;0;1
